generated,log_probs,linear_probs,correct_answer
A,-9.138441e-05,99.9908619765428,A
D,-0.0154951755,98.46242570600022,D
B,-0.619035,53.84638045311962,D
D,-0.102541916,90.25403180800822,C
B,-0.11178411,89.42372935516359,B
A,-0.0003863438,99.96137308211559,A
C,-0.08256942,92.07475173454951,C
D,-0.19719051,82.10342031863304,A
C,-0.008361026,99.16738301658023,C
B,-0.0043663904,99.56431284232235,D
B,-9.7583004e-05,99.99024217570664,B
B,-0.012439013,98.7638031737843,C
D,-0.11813761,88.85737675648329,D
B,-5.276243e-05,99.99472389619125,B
B,-0.00042006746,99.95800207559829,B
B,-0.010484922,98.95698531896588,D
C,-0.094819225,90.95373412203274,C
A,-0.025171941,97.51422306828108,A
B,-0.0011204534,99.88801740735373,B
C,-0.21570766,80.59708849651321,B
B,-0.0002728986,99.97271386334359,B
B,-7.0404574e-05,99.99295979043438,B
D,-0.00453135,99.54789010768272,D
B,-0.0009026461,99.90977611624437,B
B,-2.6656826e-05,99.997334352929,B
C,-0.04132947,95.9512947133591,C
B,-0.002785385,99.72184905856314,B
C,-0.19849518,81.99637229560246,A
D,-0.027372979,97.29982659171816,D
C,-1.6563749,19.082950377076227,A
C,-0.00073565455,99.92646159774662,C
A,-0.53975964,58.28883385788159,D
A,-0.17906453,83.6051947224133,A
A,-0.00027111053,99.97289262171388,B
A,-0.48412627,61.6235384957361,B
A,-0.050551318,95.07051391341167,A
D,-0.1579909,85.38575520368514,C
A,-0.00015574339,99.98442687373722,A
A,-0.0002790935,99.97209454429678,A
D,-0.15713716,85.45868356483264,A
C,-0.0001501445,99.98498667711213,C
B,-1.6372124,19.452153543928326,B
D,-0.00039146954,99.96086070742027,D
C,-0.055693526,94.58289634615682,C
C,-0.27264506,76.13629778507973,C
C,-0.006524942,99.34962992097215,C
C,-0.028688138,97.17194595919236,B
D,-0.000104496816,99.98955086436021,D
C,-0.000562327,99.9437831076196,C
A,-0.029753499,97.06847788288624,A
C,-0.000312344,99.9687704774309,C
B,-0.11792372,88.87638449350771,B
A,-0.0076692062,99.23601271261931,A
B,-0.00029935446,99.97006903420757,B
A,-0.00043758305,99.95625126754997,A
C,-0.09909398,90.56575903235918,C
B,-8.375538e-05,99.9916248127384,B
C,-0.0069225696,99.31013361899605,C
A,-1.9864036,13.718792194997759,B
A,-0.0002813584,99.97186811775627,A
A,-0.0021939215,99.78084833867416,C
A,-0.06709944,93.5102210149554,D
A,-8.3278566e-05,99.99167249015635,A
A,-1.6073153,20.042497335412367,C
A,-0.094905734,90.94586614577787,A
B,-0.8822821,41.38374148683157,D
A,-1.135386,32.12980763377808,C
A,-1.32622,26.547887720898185,C
B,-2.1106226,12.116250716838694,D
C,-0.00030543018,99.9694616459049,C
C,-0.026537146,97.38118699479605,D
C,-0.004973421,99.50389259808297,C
A,-0.03193153,96.8572897995172,A
D,-0.0034320964,99.65737865106861,D
C,-0.00047511753,99.95249953204606,C
B,-0.00043078844,99.95693043360173,D
A,-0.00014597236,99.98540382934465,A
C,-0.0003005465,99.9699498659575,C
B,-0.0001688558,99.98311584553382,B
C,-0.07952965,92.35506362862795,A
B,-0.004525773,99.54844528781396,D
A,-0.031094445,96.93840152791829,C
C,-0.001885446,99.81163303367384,C
B,-0.0028710885,99.71330291329485,B
B,-2.0830631,12.454812395159943,A
A,-0.0002849345,99.97151060899793,B
C,-0.059292674,94.24309037674263,D
C,-0.00087465893,99.91257234726231,C
C,-0.031181915,96.92992269676373,C
C,-0.0015598546,99.8441361340874,C
C,-0.018603701,98.15682797015934,C
B,-0.18528156,83.08703110701981,B
C,-0.105424516,89.99424015352241,C
D,-0.00019042798,99.98095901502569,D
C,-0.08755267,91.61706156737401,A
C,-0.00057221355,99.94279501329514,C
A,-1.0163603,36.19097889528493,D
A,-3.0209775,4.875353847840374,D
D,-0.014581702,98.55240961532954,C
A,-0.34013748,71.16724753048247,B
C,-0.19235516,82.50138045496442,A
C,-0.010152441,98.9898921065394,A
C,-0.00015884268,99.98411699348306,C
C,-0.16192755,85.05028212375399,C
A,-0.0002882722,99.97117693464384,A
D,-0.0026372494,99.73662250871647,C
B,-0.004001942,99.60060550983543,B
B,-0.527197,59.02571438487287,A
C,-0.0027988183,99.72050947404571,D
D,-0.00012952226,99.98704861276457,D
A,-0.00045926712,99.95408383270004,A
D,-0.47561312,62.15038831636283,D
A,-0.3303906,71.86429766570154,D
B,-0.0005432617,99.94568858399185,B
A,-0.036962956,96.37118344290256,D
D,-0.00027611342,99.97239246958021,D
B,-1.0709398,34.26863094432793,D
A,-0.3312865,71.79994327327735,B
A,-0.017682392,98.24730241023802,A
C,-1.6048216,20.09253968038299,C
A,-0.50386286,60.419223609774654,A
A,-0.00030483783,99.96952086283304,A
C,-0.77115035,46.248074746444125,B
A,-0.00016110756,99.98389054171261,A
B,-0.013068697,98.70163276305729,C
B,-0.0061003743,99.3918195203804,B
B,-9.543734e-05,99.9904567213998,B
D,-0.09856644,90.6135486972507,D
A,-0.050280754,95.0962400520647,B
C,-0.0025358289,99.74673835980829,B
C,-0.003974512,99.6033375919149,A
D,-0.13091405,87.72931744990257,D
C,-0.0074825147,99.25454096216619,C
B,-5.538491e-05,99.99446166237158,B
D,-9.066919e-05,99.99093349203267,D
B,-5.8126592e-05,99.99418750973176,B
C,-0.0010563878,99.89441699811637,C
B,-1.503861,22.227031559816567,C
A,-0.03709242,96.35870765160965,A
B,-0.021959035,97.82803094832579,A
B,-0.00016706773,99.9832946225036,B
A,-0.55749506,57.26417018682351,A
D,-0.36923584,69.12623639087118,B
C,-0.0016660157,99.8335371333776,C
D,-0.0012779728,99.87228434594826,D
A,-0.00012892624,99.98710820706306,A
A,-0.00016027314,99.98397397030536,A
A,-0.00016158436,99.98384286940495,A
A,-0.116302736,89.0205685191775,C
A,-0.058595,94.30886427227857,D
A,-1.3367536,26.269710566369643,C
C,-0.036891844,96.37803683417584,C
C,-0.1379156,87.11722155780438,C
A,-0.03810426,96.26125736722163,A
C,-0.10265541,90.24378909817626,C
D,-0.35478756,70.1322416318211,B
A,-0.00572649,99.42898750907824,C
A,-2.138252,11.78606835395816,D
B,-0.22575444,79.79140133757745,C
C,-0.6060675,54.549180321984956,D
C,-0.0021508578,99.785145363715,A
A,-1.3611386,25.63687092985858,A
B,-0.00023929782,99.97607308094396,B
B,-0.86370146,42.15986600540308,B
C,-0.6343801,53.02640971685669,C
C,-0.00021807956,99.97819442176188,C
C,-1.7542043,17.304487933604403,D
A,-0.008136268,99.18967418421755,A
C,-0.0031452777,99.68596635040612,C
D,-0.06454186,93.74968698216986,D
C,-0.0001690942,99.98309200956184,C
D,-0.18734238,82.91598000487754,D
D,-0.00026968008,99.97303562804042,D
B,-0.000244651,99.97553789246155,B
B,-0.9040825,40.491322260763155,C
A,-0.00045950554,99.95406000165022,D
A,-0.93451107,39.27778594707264,A
C,-0.015744112,98.4379178649381,C
C,-0.00017398155,99.98260335839122,C
D,-0.0014683191,99.85327583530768,D
B,-0.0045352695,99.5474999304921,B
A,-3.0467615,4.75125448835011,A
D,-0.00012118533,99.98788220126454,D
B,-0.00078377983,99.92165272451793,B
C,-0.00095302897,99.90474250178761,C
D,-0.1597731,85.23371623293062,A
C,-0.036583304,96.4077779015792,A
A,-1.7626228,17.159421579237982,D
A,-0.8076663,44.58974438181149,A
C,-0.015950847,98.41756940543016,C
A,-0.7364899,47.87915757309465,A
B,-0.00022690064,99.97731251000033,B
D,-0.00013262156,99.98673872338503,D
D,-0.0005551784,99.9444975683012,D
C,-0.00040183295,99.95982477740469,C
A,-0.01839036,98.17777107992788,A
A,-0.045955583,95.508438323165,A
D,-0.00016635252,99.98336613158132,C
D,-0.28778896,74.99198386230385,A
D,-0.5303291,58.8411291654301,D
B,-0.008921577,99.11181021801198,B
C,-0.0460034,95.50387150535633,A
A,-0.03375151,96.68117178347467,D
C,-2.7848862e-05,99.9972151525776,C
C,-0.00028672256,99.9713318540985,C
A,-1.3177058,26.7748867327329,A
D,-1.8439927,15.818457999276115,A
C,-0.011384257,98.86802984495527,C
A,-0.0038377326,99.61696220843092,A
C,-0.0017333713,99.82681301204002,D
D,-0.0063888496,99.36315157062322,B
D,-8.3159364e-05,99.99168440936441,D
B,-0.0141154295,98.59837260854904,B
C,-0.5463538,57.90573246534571,A
A,-0.017994238,98.21666915864733,A
D,-7.243103e-05,99.99275715930636,D
C,-0.00012260844,99.98773990761076,C
B,-1.4703426,22.984672620768233,D
A,-0.47532332,62.16840210896939,B
A,-0.0044690473,99.5540924032236,A
B,-0.29830903,74.20719818058198,A
B,-0.027965743,97.24216784801042,B
C,-0.0019500599,99.80518402314827,C
A,-1.9440331,14.312554454494963,A
D,-0.00021974841,99.97802757329134,D
A,-0.25958648,77.13704969888599,D
D,-0.018182484,98.19818200366598,D
A,-0.016197534,98.39329406481482,A
C,-0.31583694,72.91783402944168,C
D,-0.24743982,78.07972077730376,D
A,-0.0021996212,99.78027961939367,A
A,-0.00029935446,99.97006903420757,A
A,-0.04618406,95.48661933436571,A
B,-0.00011784763,99.98821593137592,B
B,-0.36168817,69.64995234285888,A
C,-0.0030100308,99.69944948008371,C
A,-0.00019591136,99.98041078293774,A
B,-0.055206437,94.62897785654249,B
B,-0.0008161776,99.91841553823403,C
C,-1.2745253,27.95636455905041,D
D,-0.00016146517,99.9838547864799,B
D,-0.00069551595,99.9304725865153,D
C,-1.5923764,20.34415782668434,B
D,-0.00019340808,99.9806610622137,D
D,-0.0068758065,99.31477777729228,D
B,-0.5004639,60.62493553931745,B
C,-0.004681219,99.53297208284282,C
C,-8.8165914e-05,99.99118379724999,C
D,-0.10805994,89.75737942447725,D
D,-0.0004952483,99.95048743151969,A
A,-0.003112711,99.68921284623,A
B,-0.24639495,78.16134657189806,B
B,-0.0018846116,99.8117163165352,B
B,-0.0010223285,99.89781938997444,B
B,-0.03768096,96.30201338286732,B
A,-0.00015074051,99.98492708507798,A
D,-0.01852916,98.1641449509772,D
B,-0.04142589,95.9420435355293,D
D,-0.7357412,47.91501812109063,C
A,-0.0009214657,99.90789587191455,A
D,-0.0014639122,99.85371587967859,A
B,-0.0048048533,99.52066715418374,B
C,-0.0055809254,99.44346190332756,C
C,-0.20379156,81.56323638799658,A
C,-2.4620252,8.526210318935917,A
B,-0.0009035998,99.90968083233633,B
B,-0.34473673,70.84068311861749,B
C,-0.003536517,99.64697291109171,C
A,-0.00019686499,99.98031543866406,A
A,-0.76822764,46.38344218050122,B
A,-0.035879236,96.47567943379383,A
B,-0.0006578696,99.93423467487597,B
B,-4.6683042e-05,99.99533180476362,B
C,-0.0314615,96.90282633237159,C
A,-0.0001787497,99.98212662747757,A
D,-0.25131196,77.77796975541851,B
D,-0.13317697,87.53101747596867,D
A,-1.9731352,13.90203157578466,B
A,-0.00029601678,99.97040270286442,A
C,-4.555287,1.0511483003539406,B
D,-0.26929414,76.39185236039447,D
A,-0.00078032294,99.92199814327705,A
B,-0.01806858,98.20936780643066,B
A,-0.24916424,77.94519456837943,D
D,-0.0723362,93.02181039072993,A
D,-0.0024629333,99.75400972317104,D
D,-0.0075062984,99.25218035001247,D
B,-0.0004066011,99.95934815510249,B
C,-0.0019228025,99.80790449004752,C
A,-0.00016110756,99.98389054171261,A
B,-5.9199425e-05,99.99408023272514,B
C,-0.017336719,98.28126972045686,C
C,-0.075853996,92.6951535311834,C
C,-0.06030089,94.14812086806911,C
C,-0.00035441187,99.9645650926468,C
B,-0.00040624346,99.95938390457016,B
A,-0.5067866,60.24283149692954,C
A,-0.0010473393,99.89532089683803,A
D,-0.08479019,91.87050176818255,D
C,-0.00028708015,99.97129610535632,C
C,-1.7976114,16.56941930706258,C
A,-0.00022141727,99.97786072409947,A
C,-0.09606501,90.84049587427006,A
C,-0.02971022,97.07267900044995,D
B,-0.038134556,96.25834108034456,B
B,-0.00029792404,99.97021203349598,D
A,-0.002976749,99.70276771243948,A
A,-0.63393533,53.04999951873567,A
D,-0.00013727049,99.98627389311626,D
B,-0.00021331508,99.9786707670044,B
C,-0.05177412,94.95433254673773,B
B,-0.20343229,81.59254487644878,D
C,-0.0056327246,99.43831094496464,C
D,-0.018918062,98.1259761411218,D
B,-0.082151584,92.11323191915864,A
C,-0.00018661347,99.98134039412105,C
D,-0.33667123,71.41435902993443,D
C,-1.8923957,15.071031928709191,A
A,-0.79910046,44.97333353403815,B
C,-1.3660904,25.51023606640707,B
A,-0.34575608,70.76850846014914,D
A,-0.20604768,81.37942736469057,A
B,-0.029811703,97.06282827361606,D
D,-0.58808273,55.53910992917028,D
A,-0.0047012763,99.53097574018256,A
B,-0.16830017,84.5100122904339,A
A,-0.00018161058,99.98184059102032,A
C,-0.0061643627,99.38545980035252,C
D,-0.016179122,98.395105698823,D
C,-0.0008794234,99.91209631794275,C
C,-0.00053361355,99.946652879639,C
C,-0.00021224226,99.9787780261795,C
B,-0.00041315364,99.95869316962124,B
C,-0.5173013,59.61271474629577,A
D,-0.015737304,98.43858803256418,D
A,-0.29524404,74.43499141459843,A
B,-0.000101039914,99.98989651903601,B
B,-0.00077317806,99.92271207651363,C
A,-0.0003191386,99.96809123193061,C
C,-0.0033261224,99.66794030173408,C
C,-0.6175446,53.92669293254016,D
B,-0.000101039914,99.98989651903601,B
B,-0.0031413548,99.68635740925056,C
B,-1.8749725,15.33591841645046,A
D,-0.00020437481,99.97956460731088,D
C,-0.060054738,94.1712984688064,C
D,-0.00032581034,99.96742427304251,D
A,-0.5675408,56.69178903151369,A
B,-6.837811e-05,99.99316242277297,B
B,-0.000118324446,99.98816825540612,B
B,-0.014544225,98.55610313319524,B
D,-1.1186726,32.671318600064346,A
A,-0.00128178,99.87190411291111,A
A,-0.005434031,99.45807066394406,B
C,-0.15788311,85.39495943029142,A
B,-7.159661e-05,99.99284059529762,B
B,-1.3045998,27.12810800125243,B
B,-0.00034404485,99.96560143266427,B
A,-0.00027754388,99.97224946317397,C
D,-9.150362e-05,99.99085005663285,D
C,-0.00057030993,99.94298526657967,C
B,-0.0065970677,99.34246451777733,B
C,-0.6960299,49.85607158029527,D
B,-0.33373782,71.62415418201623,D
C,-0.0003312937,99.96687611716982,C
D,-1.9749693,13.876557228063238,D
D,-0.13784112,87.12371029010339,D
D,-0.09755692,90.70507107599468,C
D,-0.00064083084,99.93593744482287,D
D,-0.00021116942,99.97888528746927,D
C,-0.0002357217,99.97643060801771,C
B,-0.026025873,97.4309880963089,D
A,-0.010186312,98.98653927668603,A
D,-0.00023083435,99.97691922901987,D
A,-0.00025692896,99.97431040434186,A
A,-0.10512816,90.02091443890437,B
A,-3.2617896,3.8319759576455787,A
B,-0.0008512015,99.91491606692298,B
B,-0.002214727,99.77877236982991,B
A,-0.07023317,93.21764389833005,A
D,-0.96658707,38.03790322873603,A
A,-0.00023417205,99.97658553661344,A
C,-0.0003643058,99.96357605513003,C
B,-0.04421719,95.67461392118642,B
C,-0.0002385826,99.97614458585652,C
D,-0.49420238,61.005730719874485,B
A,-2.8580492,5.738058920547644,C
C,-0.27965412,75.60451971497613,B
C,-0.062122967,93.97673193177873,B
D,-0.068393715,93.38927136159163,B
B,-0.027330533,97.30395666780967,B
B,-1.420491,24.15953644463004,A
C,-0.00020127551,99.97987447445566,C
A,-0.00025752498,99.97425081767113,A
C,-3.223996,3.9795716424863263,D
C,-0.01762583,98.25285963131924,C
D,-0.13459043,87.40738328058572,A
A,-0.14757138,86.28008493986628,A
B,-5.574252e-05,99.99442590335855,B
B,-0.0005806733,99.94194952581134,B
A,-0.00014120422,99.98588057488466,B
D,-0.08816615,91.56087356931242,A
B,-0.017981356,98.2179343939288,B
C,-0.0033359907,99.66695675345179,D
A,-0.00038527095,99.96148032573223,A
C,-0.00021331508,99.9786707670044,C
C,-2.5996394,7.430036609620279,A
B,-0.0006124787,99.93877088267917,B
D,-0.00025609453,99.9743938259405,B
A,-2.333301,9.697510334205596,C
D,-8.3278566e-05,99.99167249015635,D
B,-0.0017264684,99.82750210892594,A
A,-0.027668133,97.27111239646356,A
C,-0.00015407454,99.98459373288723,C
D,-3.4166656e-05,99.99658339276736,D
D,-1.0369165,35.45462415176736,A
A,-0.00025692896,99.97431040434186,B
B,-0.00056983315,99.94303291740754,B
D,-0.311161,73.2595918431146,D
B,-9.484132e-05,99.99051631772959,B
D,-0.41937283,65.74590291181829,D
A,-0.0009508833,99.90495686462644,D
A,-0.21342953,80.78090844509927,B
B,-9.364929e-05,99.99063550949579,B
D,-0.010738753,98.93187015606368,C
C,-0.0008815691,99.9118819367877,D
D,-0.13572045,87.30866697553512,B
C,-0.015379437,98.47382225895504,C
A,-0.1735494,84.06756207604232,D
D,-0.017919652,98.22399502033316,C
D,-0.6261712,53.46348973022076,D
B,-0.036314458,96.43370023143814,D
A,-0.016537618,98.35983776909399,A
D,-0.7124073,49.04620858039838,D
B,-0.00012594614,99.98740617908821,B
D,-0.8938534,40.90763768126177,C
B,-0.0693826,93.29696575931607,B
B,-0.02263836,97.7615964890512,D
D,-1.7063802,18.152167698218157,B
A,-5.2643223e-05,99.99473581626302,A
A,-0.1345326,87.4124381957223,A
B,-0.09769553,90.69249931739868,D
C,-9.972867e-05,99.99002763027384,C
B,-0.0018522431,99.8149471243627,B
A,-0.07544043,92.73349702328449,C
C,-0.2427688,78.4452858308161,A
B,-0.05913639,94.25782021486808,A
A,-0.21370336,80.75879123725547,B
D,-0.4059995,66.63105005800534,C
B,-1.3778563,25.211844047552525,A
D,-0.070813745,93.16353977199508,C
B,-0.11864529,88.81227709251893,D
A,-0.008444249,99.15913035287393,B
A,-0.023319548,97.69502513903859,D
C,-0.007789505,99.22407545740633,C
A,-0.0001342904,99.98657186165522,A
D,-0.15552226,85.59680228686692,A
C,-0.0008093867,99.91909407650606,C
A,-0.33699596,71.39117241002594,C
D,-0.21520726,80.63742937204213,B
C,-0.3294263,71.93362983107158,C
D,-1.313947,26.87571755972382,A
C,-0.0062285755,99.37907818659228,C
A,-2.5043855,8.172580306418608,A
C,-1.3174095,26.78282130712095,C
C,-0.0010891394,99.89114534970476,C
B,-0.06921632,93.3124804686397,A
B,-0.10597525,89.9446909111443,B
B,-0.0015756867,99.84255540425289,D
C,-1.1534572,31.55439828192395,C
C,-0.0006203425,99.93798498726277,C
C,-0.016463054,98.36717214547421,B
B,-0.68530273,50.39376494360843,A
D,-0.016483327,98.36517796800736,C
B,-0.10369812,90.14974003831449,D
A,-4.441817e-05,99.99555828164723,A
D,-0.01928121,98.09034835860862,D
C,-0.00017028624,99.98297282578788,C
C,-0.0012364184,99.87643456503022,B
A,-9.3410876e-05,99.990659348666,A
A,-1.5493126,21.23939232410183,C
C,-0.122851275,88.43951844540896,A
C,-0.127786,88.00416879161007,D
D,-0.00016420685,99.98358066312069,D
B,-0.0005003704,99.94997547643916,B
D,-0.43494713,64.7298888865628,C
B,-0.16498834,84.79035905861436,B
C,-0.67844534,50.740522209479565,B
B,-0.518831,59.52159488734071,D
D,-0.09345742,91.07767974766027,D
B,-0.0016967226,99.83047160200293,B
C,-0.06748463,93.47420874915025,B
B,-0.00028517292,99.97148677379322,B
C,-7.2073424e-05,99.99279291732267,C
A,-0.9121808,40.164735569062856,C
B,-0.09967109,90.5135077059957,B
A,-0.00012523093,99.98747769110656,A
C,-0.0011791547,99.88215402297332,C
A,-1.9097432,14.81184185218305,C
A,-0.0002728986,99.97271386334359,A
A,-8.1609716e-05,99.99183936139822,A
B,-0.00067514315,99.93250847078548,B
B,-0.33964416,71.20236441825357,D
D,-0.0012407061,99.87600632575982,B
A,-7.231183e-05,99.99276907844373,A
A,-0.023399564,97.68720828664786,D
D,-6.0510665e-05,99.99394911657333,D
A,-0.00019924906,99.98007707887756,B
B,-0.27769408,75.75285291981734,B
C,-0.0676931,93.45472421189362,D
D,-0.000676812,99.93234169855786,C
B,-0.0896918,91.42129022728888,A
C,-0.11941551,88.7438984371411,D
C,-0.20134832,81.76275859072983,C
D,-0.000109622575,99.98903834333349,D
B,-0.0004994167,99.95007079877622,D
D,-0.04470008,95.62842475990959,D
D,-0.0006584656,99.93417511408984,D
C,-0.12928611,87.87225182768053,A
C,-0.005822737,99.41941822783214,C
B,-0.018868577,98.13083202519687,D
B,-0.1636119,84.90714825866132,B
B,-0.00046284322,99.95372638753997,B
B,-0.00035882244,99.96412419290725,B
B,-0.04685575,95.4225034624306,A
B,-0.003232256,99.67729621158153,B
B,-0.33888963,71.2561090116823,D
C,-0.00036394817,99.96361180511013,C
C,-0.42691767,65.25172717634898,C
D,-0.015659025,98.4462940084009,D
B,-0.39160377,67.59719012508761,D
A,-0.71308225,49.013116011088165,C
D,-0.039064858,96.16883339416603,D
C,-0.5095962,60.07381078903157,B
D,-0.47511336,62.18145635706319,B
D,-7.815281e-05,99.99218502438512,D
C,-0.00013548243,99.986452674733,C
A,-0.00026515033,99.9734884819242,A
B,-8.900034e-05,99.99110036204128,B
A,-0.81176484,44.40736552968354,A
C,-0.029445428,97.09838647268414,A
D,-0.010682155,98.93746966050966,D
B,-0.858761,42.368670507442495,A
C,-0.7089189,49.21760014176723,B
A,-0.11118215,89.47757506814297,B
B,-0.6783759,50.744045753677824,C
A,-3.2855416e-05,99.99671451237333,A
A,-0.00065739284,99.93428231953304,A
A,-0.17742859,83.74207974197816,C
B,-0.00015335932,99.98466524389394,B
B,-1.1503562,31.652400344660524,B
D,-0.0019226834,99.80791637716966,D
B,-0.00022535099,99.97746743996271,B
A,-0.10385217,90.13585354049654,B
C,-2.3375223,9.656660514164319,C
C,-0.9551155,38.476770131692895,A
B,-0.10863983,89.70534510627132,B
A,-0.09150012,91.25612066446598,C
A,-0.00042018664,99.9579901626043,A
C,-0.0006747855,99.93254421165352,D
C,-0.008910232,99.11293464787721,C
A,-0.00018816312,99.98118545815696,A
D,-0.5404192,58.250401550221945,D
A,-0.0019391078,99.80627710548997,A
C,-0.0001659949,99.98340188763912,C
C,-0.00021736434,99.97826592819166,C
B,-1.2483566,28.697602594623362,D
